cn0_mean,cn0_std,agc_level,sv_count,pos_variance,delta_pseudorange
19.78144925026414,8.53143882325669,-51.63492621984175,6.875067336531433,2.871861280914255,3.3662097805654603
19.768753813921663,8.319698747523654,-51.12204713818253,6.335400472848473,2.6728841486107755,3.2127174669712115
20.287828886931337,8.823487358801307,-51.922143620408924,6.0599932512009005,3.0163296607089323,3.418523241493835
21.04666492573994,9.301978084937524,-50.72887655016772,8.755829207559211,3.1707326582185296,3.4086649412266654
20.50199047281366,9.0812368111072,-50.808415126790145,8.088866178404855,3.1733907811689113,3.494447779720443
20.917640454617455,8.807904807831871,-51.30708122492914,8.903304278433401,3.214886433925676,3.650001338646442
22.010603202163352,8.821837294400177,-51.51892510264543,7.048345459437938,2.868194123659876,3.251243508515527
20.17983264310719,9.025661847290529,-50.87156615001569,7.655856545629263,3.0148709955177684,3.3403323174829795
20.399278338992893,9.212160514130725,-50.30707908980572,4.0,3.253809836911717,3.532081135495447
19.991935853844097,9.357893224923103,-50.20029056399513,8.2916120310375,3.373329609374894,3.604796003004847
19.24403489853114,9.20056880698279,-50.702612505366226,4.0,3.503469647827862,3.807883752979377
21.618074301180286,10.535608000700964,-50.98258282957777,4.0,3.3741765583913366,3.202640567271336
21.11312139685566,8.320489916183918,-52.73632067663558,6.012576158572852,2.8100901395502236,3.3773133167127662
21.780015637826644,9.383755072637774,-50.55554029331447,7.212392103706124,3.11876657716346,3.3235805421408706
20.970596026402582,8.9173337247182,-51.49485461498646,6.253263400996925,3.1797451857318997,3.565802608595748
21.069052358075346,9.510096865405039,-51.671128975865976,6.238452180865,3.5370636923574192,3.7192719931425997
21.20943063080857,8.507714997680097,-51.29286640454911,6.718400692270933,3.4175281754182176,4.0169753880449885
18.531564011661587,9.101628763348605,-51.38778049215714,9.587390655595993,3.015940688409186,3.3136274471598894
21.308689813546593,9.115053019189826,-50.19578890949088,5.547114838158773,3.35293225131312,3.678456114576872
20.828591382336818,8.809769491398045,-51.53140858396056,6.6255432209758816,3.2285762740823802,3.664768161340427
21.084321287311198,9.30260775215964,-50.68448276659375,8.476660928175523,3.0406813385193994,3.2686332902873305
21.4675317181431,8.130276412233787,-51.67885943567722,4.0,2.95412011213539,3.6334805390998355
19.658429012360962,8.572983571321783,-49.65786397879135,7.979884945999858,3.3326691387934333,3.887408754569212
19.25795983437309,9.23940127956363,-51.24366054691003,7.783288496200157,3.322054474602936,3.5955300284996756
20.52689248620372,10.306033073170976,-51.525055566072304,7.818100547197217,3.9135541646254164,3.797342912486198
