"id";"id_projet";"intitule_financement";"code_projet";"intitule_projet";"id_rc_org_benef";"id_rc_org_benef_p";"code_benef";"benef_ar";"benef_fr";"benef_en";"cout_glob";"id_nm_devise_c";"code_devise_c";"symb_devise_c";"besoin_fin_ext";"id_rc_bailleur";"code_bailleur";"bailleur_ar";"bailleur_fr";"bailleur_en";"id_rc_entite_charge";"dt_env_bailleur";"num_fin";"id_nm_type_fin";"code_type_fin";"type_fin_ar";"type_fin_fr";"type_fin_en";"id_nm_categ_fin";"code_categ_fin";"categ_fin_ar";"categ_fin_fr";"categ_fin_en";"id_nm_nature_pret";"code_nature_pret";"nature_pret_ar";"nature_pret_fr";"nature_pret_en";"montant";"id_nm_devise";"code_devise";"symb_devise";"devise_ar";"devise_fr";"devise_en";"cour_ref";"montant_tnd";"taux_interet";"dt_limite_don";"is_draft";"dt_maj";"id_nm_type_taux";"code_type_taux";"type_taux_ar";"type_taux_fr";"dt_recept_bail";"id_nm_fin_islam";"code_fin_islam";"fin_islam_ar";"fin_islam_fr";"dt_signatures";"dt_cloture_init";"dt_cloture_act";"mnt_engage";"id_nm_type_dest_fin";"code_dest_fin";"dest_fin_ar";"dest_fin_fr";"mnt_decaiss";"mnt_reste_decaiss";"pourc_decaiss";"nbr_prorog";"is_ligne_fin";"id_ligne_fin";"id_type_appui";"comm_eng"
3 209,00;1 444,00;"projet d'amelioration des réseaux d'eau potable dans les zones urbaines en tunisie ";"P26104";"projet d'amelioration des réseaux d'eau potable dans les zones urbaines en tunisie ";null;null;"null";"null";"null";"null";35,70;29,00;"KWD";"KD";null;42,00;"FKDEA";"الصندوق الكويتي للتنمية الاقتصادية العربية";"Fonds Koweïtien pour le Développement Economique Arabe";"null";8,00;null;"1037";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";30,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";10,20;306,00;"null";null;false;21/04/2026 09:55;null;"null";"null";"null";null;null;"null";"null";"null";29/12/2020;31/12/2024;31/12/2024;"null";1,00;"01";"مشروع";"Projet";9,45;20,55;31,50;0;false;null;null;null
3 211,00;1 446,00;"financment pour le CEPEX  d'une mission d'affaires dans le secteur des équipements et fournitures médicaux et paramédicaux, KIGALI-RUWNDA(OCTOBRE2025)";"PAT26024";"financment pour le CEPEX  d'une mission d'affaires dans le secteur des équipements et fournitures médicaux et paramédicaux, Kigala-Rwanda(octobre 2025) 2025)";null;null;"null";"null";"null";"null";0,02;38,00;"USD";"$";null;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-2025-CEPEX-4";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,04;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;0,11;"null";null;false;21/04/2026 10:06;null;"null";"null";"null";null;null;"null";"null";"null";01/01/2025;31/12/2025;31/12/2025;"null";1,00;"01";"مشروع";"Projet";0,00;0,04;0,00;0;false;null;null;null
3 167,00;1 316,00;"Projet de création d'un pôle oasis dans le sud de la Tunisie";"P26068";"Projet de création d'un pôle oasis dans le sud de la Tunisie";null;null;"null";"null";"null";"null";143,29;35,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"849/32";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";143,29;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;110,33;"2.5";null;false;21/04/2026 10:17;null;"null";"null";"null";null;null;"null";"null";"null";28/06/2025;30/06/2033;30/06/2033;"null";1,00;"01";"مشروع";"Projet";0,00;143,29;0,00;0;false;null;null;null
3 212,00;1 447,00;"projet de réhabilitation et developpement des systèmes d'eau potable en tunisie";"P26105";"projet de réhabilitation et developpement des systèmes d'eau potable en tunisie";null;null;"null";"null";"null";"null";26,18;29,00;"KWD";"KD";null;42,00;"FKDEA";"الصندوق الكويتي للتنمية الاقتصادية العربية";"Fonds Koweïtien pour le Développement Economique Arabe";"null";8,00;null;"949";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";22,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";10,20;224,40;"null";null;false;21/04/2026 10:22;null;"null";"null";"null";null;null;"null";"null";"null";21/07/2016;31/12/2020;31/12/2029;"null";1,00;"01";"مشروع";"Projet";16,12;5,88;73,27;1;false;null;null;null
3 198,00;1 415,00;"Création de ""l'hôpital du Roi Salmene Ibn Abdelaziz universitaire"" à Kairouan";"P26099";"Création de ""l'hôpital du Roi Salmene Ibn Abdelaziz universitaire"" à Kairouan";null;null;"null";"null";"null";"null";85,00;38,00;"USD";"$";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"31/1438";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";85,00;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;260,44;"null";null;false;21/04/2026 13:24;null;"null";"null";"null";null;null;"null";"null";"null";27/07/2017;10/10/2022;31/12/2027;"null";1,00;"01";"مشروع";"Projet";0,00;85,00;0,00;1;false;null;null;null
3 192,00;1 393,00;"projet de Protection du littoral entre les sites de Gammarth et Carthage contre l’érosion";"P26091";"projet de Protection du littoral entre les sites de Gammarth et Carthage contre l’érosion";null;null;"null";"null";"null";"null";140,00;35,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"20/523";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";70,00;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;53,90;"2%";null;false;21/04/2026 13:45;null;"null";"null";"null";null;null;"null";"null";"null";10/07/2010;31/12/2013;31/12/2027;"null";1,00;"01";"مشروع";"Projet";0,00;70,00;0,00;1;false;null;null;0,00
3 215,00;1 456,00;"projet de réhabilitation des pistes rurales en tunisie";"P26109";"projet de réhabilitation des pistes rurales en tunisie";null;null;"null";"null";"null";"null";35,70;29,00;"KWD";"KD";null;42,00;"FKDEA";"الصندوق الكويتي للتنمية الاقتصادية العربية";"Fonds Koweïtien pour le Développement Economique Arabe";"null";8,00;null;"1006";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";30,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";10,20;306,00;"null";null;false;21/04/2026 13:49;null;"null";"null";"null";null;null;"null";"null";"null";29/03/2019;31/12/2023;25/06/2026;"null";1,00;"01";"مشروع";"Projet";21,25;8,76;70,83;1;false;null;null;null
3 210,00;1 445,00;"financment de l'organisation de rencontres professionnelles tuniso-africaines (23-25 Juin 2025)";"PAT26023";"financment de l'organisation de rencontres professionnelles tuniso-africaines (23-25 Juin 2025)";null;null;"null";"null";"null";"null";0,04;38,00;"USD";"$";null;125,00;"ITFC";"المؤسسة الدولية الإسلامية لتمويل التجارة";"Société islamique internationale de financement du commerce";"null";8,00;null;"AATB-2025-CEPEX-3";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,04;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;0,11;"null";null;false;21/04/2026 14:02;null;"null";"null";"null";null;null;"null";"null";"null";01/01/2025;31/12/2025;31/12/2025;"null";1,00;"01";"مشروع";"Projet";0,00;0,04;0,00;0;false;null;null;null
3 213,00;1 448,00;"projet de construction et equipement de 4 hopitaux régionaux à makthar ghar dima, jelma et haffouz";"P26106";"projet de construction et equipement de 4 hopitaux régionaux à makthar ghar dima, jelma et haffouz";null;null;"null";"null";"null";"null";28,56;29,00;"KWD";"KD";null;42,00;"FKDEA";"الصندوق الكويتي للتنمية الاقتصادية العربية";"Fonds Koweïtien pour le Développement Economique Arabe";"null";8,00;null;"978";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";24,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";10,20;244,80;"null";null;false;21/04/2026 14:12;null;"null";"null";"null";null;null;"null";"null";"null";16/11/2017;31/12/2021;31/12/2026;"null";1,00;"01";"مشروع";"Projet";2,25;21,75;9,38;1;false;null;null;null
3 190,00;1 387,00;"le Développement du Réseau de Transport et de distribution  du Gaz Naturel ";"P26089";"le Développement du Réseau de Transport et de distribution  du Gaz Naturel ";null;null;"null";"null";"null";"null";555,00;38,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"22/568";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";318,75;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;245,44;"2%";null;false;21/04/2026 14:25;null;"null";"null";"null";null;null;"null";"null";"null";25/09/2012;30/06/2018;31/12/2027;"null";1,00;"01";"مشروع";"Projet";118,00;200,75;37,02;1;false;null;null;null
3 187,00;1 378,00;"Développement du système de formation professionnelle";"P26086";"Développement du système de formation professionnelle";null;null;"null";"null";"null";"null";350,00;35,00;"SAR";"SAR";null;43,00;"FSD";"الصندوق السعودي للتنمية";"Fonds Saoudien pour le Développement";"null";8,00;null;"P26086";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";60,00;35,00;"SAR";"SAR";"Saudi Arabian Riyal";"Ryal Saoudien";"null";0,77;46,20;"2%";null;false;21/04/2026 14:51;null;"null";"null";"null";null;null;"null";"null";"null";25/09/2012;30/06/2018;31/12/2027;"null";1,00;"01";"مشروع";"Projet";0,00;60,00;0,00;1;false;null;null;null
3 115,00;1 199,00;"Programme d’alimentation en eau potable en milieu rural – phase ii (PAEPR II)";"P26033";"Programme d’Alimentation en Eau Potable en Milieu Rural – Phase II (PAEPR II)";null;null;"null";"null";"null";"null";143,80;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000200000402";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";123,70;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;419,59;"null";null;false;22/04/2026 11:00;null;"null";"null";"null";null;null;"null";"null";"null";30/11/2016;31/12/2027;31/12/2025;"null";1,00;"01";"مشروع";"Projet";97,67;26,03;78,96;2;false;null;null;null
3 137,00;1 199,00;"Don au titre de l’Initiative pour l’alimentation en eau et l’assainissement en milieu rural (IAEAR) pour le PAEPR II)";"P26033";"Programme d’Alimentation en Eau Potable en Milieu Rural – Phase II (PAEPR II)";null;null;"null";"null";"null";"null";143,80;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5800155001701";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";1,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;3,39;"null";null;false;22/04/2026 11:00;null;"null";"null";"null";null;null;"null";"null";"null";30/11/2016;31/12/2021;31/12/2027;"null";1,00;"01";"مشروع";"Projet";0,73;0,27;73,00;3;false;null;null;null
3 131,00;1 218,00;"Projet de promotion de l’agroforesterie et de restauration des paysages forestiers dégradés (à modifier)";"P26045";"Projet de Promotion de l'Agroforestiére et de Restauration des Paysages Forestiers Dégradés";null;null;"null";"null";"null";"null";17,00;38,00;"USD";"$";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5565130000951";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";3,00;"03";"قرض سيادي مباشر";"Souverain - Direct";"Direct";14,00;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;42,90;"null";null;false;23/04/2026 09:03;null;"null";"null";"null";null;null;"null";"null";"null";13/06/2024;31/05/2029;31/05/2029;"null";1,00;"01";"مشروع";"Projet";0,06;13,95;0,43;0;false;null;null;0,25
3 139,00;1 218,00;"Projet de promotion de l’agroforesterie et de restauration des paysages forestiers dégradés";"P26045";"Projet de Promotion de l'Agroforestiére et de Restauration des Paysages Forestiers Dégradés";null;null;"null";"null";"null";"null";17,00;38,00;"USD";"$";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5565155002301";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";3,00;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;9,19;"null";null;false;23/04/2026 09:03;null;"null";"null";"null";null;null;"null";"null";"null";13/06/2024;31/05/2029;31/05/2029;"null";1,00;"01";"مشروع";"Projet";0,02;2,98;0,67;0;false;null;null;null
3 146,00;1 238,00;"Projet d’appui à la mise en œuvre du plan national stratégique « Tunisie Digitale 2020 »";"P26xxx";"Projet D'appui à la Mise en Œuvre du Plan Stratégique National";null;null;"null";"null";"null";"null";134,96;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"200020001802";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";71,56;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;242,73;"null";null;false;23/04/2026 09:29;null;"null";"null";"null";null;null;"null";"null";"null";21/12/2017;31/12/2022;31/12/2026;"null";1,00;"01";"مشروع";"Projet";23,65;47,91;33,05;3;false;null;null;0,25
3 142,00;1 232,00;"Projet d’appui au développement des compétences techniques et technologiques (PADCTT)";"P26051";"Projet d’Appui au Développement des Compétences Techniques et Technologiques (PADCTT)";null;null;"null";"null";"null";"null";144,00;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000200001953";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";72,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;244,22;"null";null;false;23/04/2026 09:49;null;"null";"null";"null";null;null;"null";"null";"null";21/12/2017;31/12/2023;30/06/2027;"null";1,00;"01";"مشروع";"Projet";44,11;27,89;61,26;1;false;null;null;0,25
3 135,00;1 224,00;"Programme d'assainissement de petites communes PAPC1";"P26048";"Programme d'Assainissement des Petites Communes de moins de 10 000 Habitants – Phase I (PAPC-I)";null;null;"null";"null";"null";"null";163,30;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000200003153";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";75,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;254,40;"null";null;false;23/04/2026 11:32;null;"null";"null";"null";null;null;"null";"null";"null";08/01/2019;31/12/2023;31/12/2027;"null";1,00;"01";"مشروع";"Projet";29,15;45,85;38,87;2;false;null;null;0,25
3 219,00;1 224,00;"Programme d'Assainissement des Petites Communes de moins de 10 000 Habitants – Phase I (PAPC-I)";"P26048";"Programme d'Assainissement des Petites Communes de moins de 10 000 Habitants – Phase I (PAPC-I)";null;null;"null";"null";"null";"null";163,30;39,00;"EUR";"€";null;34,00;"BERD";"البنك الأوروبي للإنشاء والتعمير";"Banque Européenne pour la Reconstruction et le Développement";"null";125,00;null;"BERD03";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";75,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,14;235,50;"null";null;false;23/04/2026 11:32;null;"null";"null";"null";null;null;"null";"null";"null";31/12/2019;31/12/2024;31/12/2024;"null";1,00;"01";"مشروع";"Projet";19,00;56,00;25,33;0;false;null;null;null
3 136,00;1 224,00;"PROGRAMME D’ASSAINISSEMENT DES PETITES COMMUNES DE MOINS DE 10 000 HABITANTS – PHASE I (PAPC-I)";"P26048";"Programme d'Assainissement des Petites Communes de moins de 10 000 Habitants – Phase I (PAPC-I)";null;null;"null";"null";"null";"null";163,30;39,00;"EUR";"€";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5800155002051";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";1,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;3,39;"null";null;false;23/04/2026 11:32;null;"null";"null";"null";null;null;"null";"null";"null";08/01/2019;31/12/2023;30/06/2028;"null";1,00;"01";"مشروع";"Projet";0,22;0,78;22,00;2;false;null;null;null
3 143,00;1 233,00;"Projet d'Appui au Contrôle Général des Finances (PA-CGF) مشروع دعم الشفافية والرقابة العامة للمالية";"PAT26011";"Projet d'Appui à la Transparence et au Contrôle Général des Finances (PAT-CGF)";null;null;"null";"null";"null";"null";0,47;39,00;"UC";"UC";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"55000155015352";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,23;41,00;"UC";"UC";"Unité de compte";"Unité de compte";"null";4,19;0,96;"null";null;false;24/04/2026 08:25;null;"null";"null";"null";null;null;"null";"null";"null";19/12/2025;31/01/2026;31/12/2026;"null";1,00;"01";"مشروع";"Projet";0,11;0,12;47,83;1;false;null;null;null
3 129,00;1 216,00;"Projet Chems: Le Solaire Photovoltaique pour les PME";"PAT26003";"Projet Chems: Le Solaire Photovoltaique pour les PME (PCSV-PME)";null;null;"null";"null";"null";"null";0,99;38,00;"USD";"$";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5700155003802";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,99;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,39;3,36;"null";null;false;24/04/2026 08:33;null;"null";"null";"null";null;null;"null";"null";"null";15/09/2022;31/12/2024;31/12/2026;"null";1,00;"01";"مشروع";"Projet";0,10;0,89;10,10;2;false;null;null;null
3 133,00;1 221,00;"Etude de la transformation structurelle et à la compétitivité des créneaux porteurs ";"PAT26007";"Projet d'Étude de la Transformation Structurelle et à la Compétitivité des Créneaux Porteurs (PÉTSC-CP)";null;null;"null";"null";"null";"null";840,36;41,00;"UC";"UC";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5500155009401";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,80;41,00;"UC";"UC";"Unité de compte";"Unité de compte";"null";1,00;0,80;"null";null;false;24/04/2026 08:50;null;"null";"null";"null";null;null;"null";"null";"null";19/11/2015;28/02/2018;31/12/2026;"null";1,00;"01";"مشروع";"Projet";0,45;0,35;56,25;7;false;null;null;null
3 134,00;1 222,00;"ETUDE DE FAISABILITE TECHNIQUE RELATIVE A L’IMPLEMENTATION D’UN RESEAU DE CHALEUR ET DE FROID PILOTE POUR LA COLLINE SANITAIRE DE BAB SAADOUN";"PAT26008";"Projet d'Étude de Faisabilité Technique relative à L’Implémentation d'un Réseau de Chaleur et de Froid Pilote pour la Colline Sanitaire de Beb Saadoun (PÉFT-IRCFP)";null;null;"null";"null";"null";"null";1,00;38,00;"USD";"$";3,06;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5565155002001";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";1,00;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;3,06;"null";null;false;24/04/2026 08:51;null;"null";"null";"null";null;null;"null";"null";"null";10/04/2023;30/09/2024;31/12/2026;"null";1,00;"01";"مشروع";"Projet";0,05;0,95;5,00;1;false;null;null;null
3 127,00;1 217,00;"Etudes préparatoires  du Projet de développement durable et inclusif dans les zones de montagne du Nord-Ouest de la Tunisie (PDDI-ZMNO)-ODESYPANO";"PAT26004";" Projet de Développement Durable et Inclusif dans les Zones de Montagne du Nord-Ouest de la Tunisie (PDDI-ZMNO)-ODESYPANO";null;null;"null";"null";"null";"null";0,12;41,00;"UC";"UC";null;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5500155013909";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,12;41,00;"UC";"UC";"Unité de compte";"Unité de compte";"null";4,20;0,52;"null";null;false;24/04/2026 09:33;null;"null";"null";"null";null;null;"null";"null";"null";26/01/2021;31/12/2023;30/06/2026;"null";1,00;"01";"مشروع";"Projet";0,08;0,04;66,67;2;false;null;null;null
3 214,00;1 449,00;"projet de réhabilitation et equipement des services hospitaliers dans les hopitaux";"P26107";"projet de réhabilitation et equipement des services hospitaliers dans les hopitaux";null;null;"null";"null";"null";"null";5,95;29,00;"KWD";"KD";null;42,00;"FKDEA";"الصندوق الكويتي للتنمية الاقتصادية العربية";"Fonds Koweïtien pour le Développement Economique Arabe";"null";8,00;null;"990";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";5,00;29,00;"KWD";"KD";"Kuwaiti Dinar";"Dinar Koweitien";"null";10,20;51,00;"null";null;false;24/04/2026 09:41;null;"null";"null";"null";null;null;"null";"null";"null";21/03/2018;31/12/2022;31/12/2028;"null";1,00;"01";"مشروع";"Projet";0,14;4,86;2,80;1;false;null;null;null
3 123,00;1 202,00;"P26036 : CAP EMPLOI COMPÉTITIVITÉ DES TPES ET AUTONOMISATION DES POPULATIONS";"P26036";"Cap Emploi Compétitivité des TPES et Automatisation des Populations (CECAP-TPES)";null;null;"null";"null";"null";"null";500,00;39,00;"EUR";"€";90,00;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"2000200006601";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";81,65;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;276,96;"null";null;false;24/04/2026 13:52;null;"null";"null";"null";null;null;"null";"null";"null";10/09/2024;31/12/2028;31/12/2028;"null";1,00;"01";"مشروع";"Projet";22,67;58,98;27,76;0;false;null;null;null
3 147,00;1 202,00;"CAP EMPLOI COMPÉTITIVITÉ DES TPES ET AUTONOMISATION DES POPULATIONS";"P26036";"Cap Emploi Compétitivité des TPES et Automatisation des Populations (CECAP-TPES)";null;null;"null";"null";"null";"null";500,00;39,00;"USD";"$";90,00;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"G-TN-ID0-ZZZ-001";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";2,50;38,00;"USD";"$";"U.S. Dollar";"Dollar des USA";"null";3,06;7,66;"null";null;false;24/04/2026 13:52;null;"null";"null";"null";null;null;"null";"null";"null";10/09/2024;31/12/2028;31/12/2028;"null";1,00;"01";"مشروع";"Projet";0,63;1,87;25,20;0;false;null;null;null
3 144,00;1 202,00;"Projet d'appui à la mise en oeuvre du programme cap emploi";"P26036";"Cap Emploi Compétitivité des TPES et Automatisation des Populations (CECAP-TPES)";null;null;"null";"null";"null";"null";500,00;39,00;"UC";"UC";90,00;32,00;"BAD";"البنك الإفريقي للتنمية";"Banque africaine de développement ";"African development bank";9,00;null;"5500155016202";2,00;"02";"هبة";"Don";"Donation";null;"null";"null";"null";"null";null;"null";"null";"null";"null";0,10;41,00;"UC";"UC";"Unité de compte";"Unité de compte";"null";4,19;0,42;"null";null;false;24/04/2026 13:52;null;"null";"null";"null";null;null;"null";"null";"null";16/12/2025;30/06/2027;30/06/2027;"null";1,00;"01";"مشروع";"Projet";0,00;0,10;0,00;0;false;null;null;null
3 218,00;1 470,00;"Projet de mise à niveau des lignes ferroviaires 6et 22";"P26111";"Projet de mise à niveau des lignes ferroviaires 6et 22";null;null;"null";"null";"null";"null";185,00;39,00;"EUR";"€";null;34,00;"BERD";"البنك الأوروبي للإنشاء والتعمير";"Banque Européenne pour la Reconstruction et le Développement";"null";125,00;null;"BERD02";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";4,00;"04";"قرض معار";"Souverain - Retrocédé";"Retrocédé";185,00;39,00;"EUR";"€";"Euro";"Euro";"null";2,94;543,90;"null";null;false;27/04/2026 14:24;null;"null";"null";"null";null;null;"null";"null";"null";21/12/2017;31/12/2026;31/12/2026;"null";1,00;"01";"مشروع";"Projet";1,60;183,40;0,86;0;false;null;null;null
3 222,00;1 476,00;"ELMED";"P26113";"ELMED";null;null;"null";"null";"null";"null";921,00;39,00;"EUR";"€";null;33,00;"BEI ";"بنك الاستثمار الأوروبي";"Banque Européenne d'investissement";"null";125,00;null;"FI 87375";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";45,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;152,64;"null";null;false;28/04/2026 09:09;null;"null";"null";"null";null;null;"null";"null";"null";30/12/2023;30/12/2028;30/12/2028;"null";1,00;"01";"مشروع";"Projet";0,00;45,00;0,00;0;false;null;null;null
3 221,00;1 476,00;"ELMED";"P26113";"ELMED";null;null;"null";"null";"null";"null";921,00;39,00;"EUR";"€";null;34,00;"BERD";"البنك الأوروبي للإنشاء والتعمير";"Banque Européenne pour la Reconstruction et le Développement";"null";125,00;null;"BERD 05";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";45,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;152,55;"null";null;false;28/04/2026 09:09;null;"null";"null";"null";null;null;"null";"null";"null";20/12/2023;31/12/2028;31/12/2028;"null";1,00;"01";"مشروع";"Projet";0,00;45,00;0,00;0;false;null;null;null
3 252,00;1 476,00;"ELMED-câble sous-marin";"P26113";"ELMED";null;null;"null";"null";"null";"null";921,00;39,00;"EUR";"€";null;46,00;"KFW";"بنك التنمية الألماني ";"Banque allemande de développement (Kreditanstalt für Wiederaufbau)";"null";10,00;null;"BMZ-No.202365112";1,00;"01";"قرض";"Prêt";"Prêt";null;"null";"null";"null";"null";null;"null";"null";"null";"null";35,00;39,00;"EUR";"€";"Euro";"Euro";"null";3,39;118,72;"2%";null;false;28/04/2026 09:09;null;"null";"null";"null";null;null;"null";"null";"null";21/12/2023;30/12/2029;30/12/2029;"null";1,00;"01";"مشروع";"Projet";0,00;35,00;0,00;0;false;null;null;0,25
