photo_record_id,photo_job_id,series_id,brand_id,brand_name,series_name,photo_scope,photo_type,source_name,source_record_id,source_rank,image_url,image_host,content_type,content_length,image_width,image_height,validation_status,validation_error,local_path,source_url,evidence_json,crawled_at
535ce0688d26649e5039b9a3,bdb09d5cf6b66148ac0f7ee9,16,14,Jeep,自由人,series,usedcar_series_cover,dongchedi_usedcar_series,16,1,https://p3-dcd.byteimg.com/motor-mis-img/3e79f64c717b5c4b3cf5777b518655df~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/3e79f64c717b5c4b3cf5777b518655df~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""16"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:18:58+08:00
da8e582d25f387cee9709b60,dedbc57b1568a9269e301334,17,14,Jeep,指挥官经典,series,usedcar_series_cover,dongchedi_usedcar_series,17,1,https://p3-dcd.byteimg.com/motor-mis-img/7846783a2e8c08ffc9bdbd1a0022d945~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/7846783a2e8c08ffc9bdbd1a0022d945~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""17"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:00+08:00
48adb53ed9df579e42f9416d,8029c333ad6c5a2f41ed33e1,18,14,Jeep,大切诺基(进口),series,usedcar_series_cover,dongchedi_usedcar_series,18,1,https://p3-dcd.byteimg.com/motor-mis-img/4691c83abe737372fec32b745ab69577~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/4691c83abe737372fec32b745ab69577~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""18"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:01+08:00
d58bfecb5fa037f9904adb11,900c0296362c034b78b589fd,19,14,Jeep,大切诺基 SRT,series,usedcar_series_cover,dongchedi_usedcar_series,19,1,https://p3-dcd.byteimg.com/motor-mis-img/c318e8b43d59e5f69a92befbdc83588c~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/c318e8b43d59e5f69a92befbdc83588c~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""19"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:02+08:00
2863f95d0e52aa459960bbcd,86e432262a97ad6ca0f87adb,22,14,Jeep,自由侠,series,usedcar_series_cover,dongchedi_usedcar_series,22,1,https://p3-dcd.byteimg.com/motor-mis-img/edb1049ba6ba400a430ad910b1d583cb~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/edb1049ba6ba400a430ad910b1d583cb~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""22"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:03+08:00
b1f449a75382a6e796fa3d02,67fc63e834fd1fb6c1d0ce95,23,14,Jeep,指南者,series,usedcar_series_cover,dongchedi_usedcar_series,23,1,https://p3-dcd.byteimg.com/motor-mis-img/17d1f4801d5ca5b04099ae981f1ae418~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/17d1f4801d5ca5b04099ae981f1ae418~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""23"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:05+08:00
e4a460f31628a5f369d5a733,4df1bf9ab650a7c429c1c829,24,14,Jeep,自由光,series,usedcar_series_cover,dongchedi_usedcar_series,24,1,https://p3-dcd.byteimg.com/motor-mis-img/509680d2a422aec3fdd918edee9fc8d4~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/509680d2a422aec3fdd918edee9fc8d4~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""24"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:06+08:00
983ba5aa958a03f74bb6daa4,fe71c1f435bac32e54b64cdd,25,141,KTM,X-BOW GT,series,usedcar_series_cover,dongchedi_usedcar_series,25,1,https://p9-dcd.byteimg.com/motor-mis-img/4d770c336116efcb44e28a942be28d91~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p9-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p9-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p9-dcd.byteimg.com/motor-mis-img/4d770c336116efcb44e28a942be28d91~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""25"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:07+08:00
f9f2ce029cadf79e29c82fe0,f8672cbda00607d6ba018eed,28,145,Lorinser,Metris MS500,series,usedcar_series_cover,dongchedi_usedcar_series,28,1,https://p9-dcd.byteimg.com/motor-mis-img/5a0c91486b30f97361294d6010be98e0~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p9-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p9-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p9-dcd.byteimg.com/motor-mis-img/5a0c91486b30f97361294d6010be98e0~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""28"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:09+08:00
cb30f0d47415ac9948b19485,b8cba9b47873c1840e3f1e07,29,34,名爵,名爵3SW,series,usedcar_series_cover,dongchedi_usedcar_series,29,1,https://p3-dcd.byteimg.com/motor-mis-img/8adc119cee7a5965fe29cf13398868cc~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/8adc119cee7a5965fe29cf13398868cc~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""29"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:10+08:00
a5ced48ccf030c4e0afd6a2c,7f8f33313785a99298d72de4,30,34,名爵,MG 3,series,usedcar_series_cover,dongchedi_usedcar_series,30,1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8aa7c6e51c74076a3b81af72ab445f3~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8aa7c6e51c74076a3b81af72ab445f3~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""30"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:12+08:00
a9a6e3ceba512ea8b2f9a516,9197435ce8acb12aa904e149,31,34,名爵,MG5,series,usedcar_series_cover,dongchedi_usedcar_series,31,1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""31"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:13+08:00
07722c03aa85f0a273b560d6,9197435ce8acb12aa904e149,31,34,名爵,MG5,series,ranking_cover,dongchedi_ranking,011969a073ebf25f2551ceaa,2,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-resize:640:0.png?psm=motor.rank.data,p9-dcd.byteimg.com,image/png,216089,640,427,ok,,,https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&city_name=%E5%AE%89%E9%A1%BA&nation=0&offset=200&count=50,"{""image_host"": ""p9-dcd.byteimg.com"", ""image_role"": ""ranking_cover"", ""image_url"": ""https://p9-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-resize:640:0.png?psm=motor.rank.data"", ""source_name"": ""dongchedi_ranking"", ""source_record_id"": ""011969a073ebf25f2551ceaa"", ""source_url"": ""https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&city_name=%E5%AE%89%E9%A1%BA&nation=0&offset=200&count=50""}",2026-07-08T20:19:13+08:00
0b37fc5e116016c9fc18b048,9197435ce8acb12aa904e149,31,34,名爵,MG5,series,ranking_cover,dongchedi_ranking,aa0a6bdb944881e73aceeded,3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-resize:640:0.png?psm=motor.rank.data,p3-dcd.byteimg.com,image/png,216089,640,427,ok,,,https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&offset=200&count=50,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""ranking_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/tos-cn-i-dcdx/46ea3c4fd80c42e38df4c19cbc19f823~tplv-resize:640:0.png?psm=motor.rank.data"", ""source_name"": ""dongchedi_ranking"", ""source_record_id"": ""aa0a6bdb944881e73aceeded"", ""source_url"": ""https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&offset=200&count=50""}",2026-07-08T20:19:13+08:00
17acbdc8317fd5d67769c84d,0179d310049405a517989454,32,34,名爵,MG6,series,usedcar_series_cover,dongchedi_usedcar_series,32,1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""32"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:14+08:00
616aa71a59258da50762476c,0179d310049405a517989454,32,34,名爵,MG6,series,ranking_cover,dongchedi_ranking,d9fa0843fb64c9e62004b332,2,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png?psm=motor.rank.data,p9-dcd.byteimg.com,image/png,189072,640,427,ok,,,https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&city_name=%E9%9E%8D%E5%B1%B1&nation=0&offset=600&count=50,"{""image_host"": ""p9-dcd.byteimg.com"", ""image_role"": ""ranking_cover"", ""image_url"": ""https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png?psm=motor.rank.data"", ""source_name"": ""dongchedi_ranking"", ""source_record_id"": ""d9fa0843fb64c9e62004b332"", ""source_url"": ""https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&city_name=%E9%9E%8D%E5%B1%B1&nation=0&offset=600&count=50""}",2026-07-08T20:19:14+08:00
c856cb9aac9ad2170018d338,0179d310049405a517989454,32,34,名爵,MG6,series,ranking_cover,dongchedi_ranking,3304801fcd6c29f034149159,3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png?psm=motor.rank.data,p3-dcd.byteimg.com,image/png,189072,640,427,ok,,,https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&offset=600&count=50,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""ranking_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png?psm=motor.rank.data"", ""source_name"": ""dongchedi_ranking"", ""source_record_id"": ""3304801fcd6c29f034149159"", ""source_url"": ""https://www.dongchedi.com/motor/pc/car/rank_data?rank_data_type=11&offset=600&count=50""}",2026-07-08T20:19:14+08:00
c8736b340f1ca9f9da1f95e0,2f9619515295bbf6feb51d46,33,34,名爵,锐行,series,usedcar_series_cover,dongchedi_usedcar_series,33,1,https://p3-dcd.byteimg.com/motor-mis-img/0b8c86064e63c6f62408361200aa1149~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/0b8c86064e63c6f62408361200aa1149~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""33"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:16+08:00
a0951f2b065477891bb13a24,ed0ba6e80e2380e79dae1c03,34,34,名爵,MG ZS,series,usedcar_series_cover,dongchedi_usedcar_series,34,1,https://p3-dcd.byteimg.com/motor-mis-img/65ffd10557f995aeb3d5743592e170aa~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api,p3-dcd.byteimg.com,,,,,failed,<HTTPError 400: 'Bad Request'>,,https://www.dongchedi.com/sales/city-x-x-x-x,"{""image_host"": ""p3-dcd.byteimg.com"", ""image_role"": ""usedcar_series_cover"", ""image_url"": ""https://p3-dcd.byteimg.com/motor-mis-img/65ffd10557f995aeb3d5743592e170aa~tplv-f042mdwyw7-original:tplv-resize:640:0.image?psm=motor.pc_sh.api"", ""source_name"": ""dongchedi_usedcar_series"", ""source_record_id"": ""34"", ""source_url"": ""https://www.dongchedi.com/sales/city-x-x-x-x""}",2026-07-08T20:19:17+08:00
